word,syllable_count,word_length,vowel_sign_count,consonant_cluster,freq_rank,rare_consonant,difficulty,error_type
මෙතන,3,4,1,1,694,0,1,vowel_sign
මෙන්,2,4,1,1,694,0,1,vowel_sign
මෙන්න,3,5,1,1,694,0,1,vowel_sign
මෙම,2,3,1,1,127,0,1,vowel_sign
මෙමගින්,4,7,2,1,361,0,1,long_word
මෙමඟින්,4,7,2,1,694,1,1,long_word
මෙය,2,3,1,1,694,0,1,vowel_sign
මෙහා,2,4,2,1,694,0,1,vowel_sign
මෙහාට,3,5,2,1,361,0,1,vowel_sign
මෙහෙට,3,5,2,1,361,0,1,vowel_sign
මෙහෙයවීම,5,8,3,1,694,0,1,long_word
මේ,1,2,1,1,9,0,1,vowel_sign
මේවා,2,4,2,1,694,0,1,vowel_sign
මේසය,3,4,1,1,361,0,1,vowel_sign
මේසයක්,4,6,1,1,694,0,1,long_word
මො,1,2,1,1,694,0,1,vowel_sign
මොක,2,3,1,1,694,0,1,vowel_sign
මොකට,3,4,1,1,694,0,1,vowel_sign
මොකද,3,4,1,1,361,0,1,vowel_sign
මොට්ටු,3,6,2,1,694,0,1,vowel_sign
මොනව,3,4,1,1,361,0,1,vowel_sign
මොනවද,4,5,1,1,694,0,1,long_word
මොනවා,3,5,2,1,694,0,1,vowel_sign
මොනවාදෝ,4,7,3,1,694,0,1,long_word
මෝ,1,2,1,1,694,0,1,vowel_sign
ඹ,1,1,0,1,361,1,1,unfamiliar
ඹ්,1,2,0,1,694,1,1,unfamiliar
ඹා,1,2,1,1,694,1,1,unfamiliar
ඹැ,1,2,1,1,694,1,1,vowel_sign
ඹෑ,1,2,1,1,694,1,1,vowel_sign
ඹි,1,2,1,1,694,1,1,vowel_sign
ඹී,1,2,1,1,694,1,1,vowel_sign
ඹු,1,2,1,1,694,1,1,unfamiliar
ඹූ,1,2,1,1,694,1,1,unfamiliar
ඹෙ,1,2,1,1,694,1,1,vowel_sign
ඹේ,1,2,1,1,694,1,1,vowel_sign
ඹො,1,2,1,1,694,1,1,vowel_sign
ඹෝ,1,2,1,1,694,1,1,vowel_sign
ය,1,1,0,1,36,0,0,none
යක්කල,4,5,0,1,694,0,1,long_word
යට,2,2,0,1,232,0,0,none
යටට,3,3,0,1,232,0,0,none
යටත්,3,4,0,1,694,0,1,unfamiliar
යටිගල්ඔලුව,6,10,2,1,694,0,1,long_word
යන,2,2,0,1,172,0,0,none
යනවා,3,4,1,1,42,0,0,none
යන්න,3,4,0,1,60,0,0,none
යන්නේ,3,5,1,1,97,0,1,vowel_sign
යනු,2,3,1,1,361,0,1,unfamiliar
යමු,2,3,1,1,60,0,0,none
යමූ,2,3,1,1,694,0,1,unfamiliar
යයිදෝ,3,5,2,1,694,0,1,vowel_sign
යවමු,3,4,1,1,694,0,1,unfamiliar
යහපත්,4,5,0,1,361,0,1,long_word
යහළුවන්,5,7,1,1,694,0,1,long_word
ය්,1,2,0,1,694,0,1,unfamiliar
යා,1,2,1,1,694,0,1,unfamiliar
යානයක්,4,6,1,1,232,0,1,long_word
යානයකින්,5,8,2,1,694,0,1,long_word
යාළු,2,4,2,1,232,0,0,none
යාළුවෙක්,4,8,3,1,694,0,1,long_word
යාළුවේ,3,6,3,1,361,0,1,vowel_sign
යාළුවොත්,4,8,3,1,694,0,1,long_word
යාළුවෝ,3,6,3,1,97,0,1,vowel_sign
යැ,1,2,1,1,694,0,1,vowel_sign
යෑ,1,2,1,1,694,0,1,vowel_sign
යි,1,2,1,1,694,0,1,vowel_sign
යී,1,2,1,1,694,0,1,vowel_sign
යු,1,2,1,1,694,0,1,unfamiliar
යූ,1,2,1,1,694,0,1,unfamiliar
යෙ,1,2,1,1,694,0,1,vowel_sign
යෙදී,2,4,2,1,361,0,1,vowel_sign
යෙදීමේ,3,6,3,1,694,0,1,vowel_sign
යෙදෙන,3,5,2,1,361,0,1,vowel_sign
යේ,1,2,1,1,694,0,1,vowel_sign
යො,1,2,1,1,694,0,1,vowel_sign
යොදා,2,4,2,1,694,0,1,vowel_sign
යොමු,2,4,2,1,127,0,1,vowel_sign
යෝ,1,2,1,1,694,0,1,vowel_sign
ර,1,1,0,1,232,0,0,none
රංචු,2,4,1,1,232,0,0,none
රට,2,2,0,1,694,0,1,unfamiliar
රටට,3,3,0,1,694,0,1,unfamiliar
රටේ,2,3,1,1,694,0,1,vowel_sign
රණසූරිය,5,7,2,1,694,0,1,long_word
රණ්ඩු,3,5,1,2,694,0,1,unfamiliar
රතනාලංකාර,6,9,2,1,694,0,1,long_word
රත්තරං,4,6,0,1,232,0,1,long_word
රත්නායක,5,7,1,2,694,0,1,long_word
රතු,2,3,1,1,232,0,0,none
රතුයි,3,5,2,1,694,0,1,vowel_sign
රථ,2,2,0,1,694,1,1,unfamiliar
රථය,3,3,0,1,361,1,1,unfamiliar
රථයට,4,4,0,1,694,1,1,long_word
රන්,2,3,0,1,53,0,0,none
රබන්,3,4,0,1,172,0,0,none
රම්පෙ,3,5,1,2,694,0,1,vowel_sign
රම්‍යා,3,6,1,2,694,0,1,unfamiliar
රවුමට,4,5,1,1,361,0,1,long_word
රෂීඩ්,3,5,1,1,127,1,1,vowel_sign
රස,2,2,0,1,232,0,0,none
රසයි,3,4,1,1,361,0,1,vowel_sign
රහස,3,3,0,1,694,0,1,unfamiliar
ර්,1,2,0,1,694,0,1,unfamiliar
රා,1,2,1,1,694,0,1,unfamiliar
රාධා,2,4,2,1,361,1,1,unfamiliar
රාධාත්,3,6,2,1,694,1,1,unfamiliar
රාබු,2,4,2,1,694,0,1,unfamiliar
රාමලා,3,5,2,1,694,0,1,unfamiliar
රාමා,2,4,2,1,694,0,1,unfamiliar
රැ,1,2,1,1,694,0,1,vowel_sign
රැගෙන,3,5,2,1,694,0,1,vowel_sign
රැයින්,3,6,2,1,694,0,1,vowel_sign
රැල්ල,3,5,1,1,694,0,1,vowel_sign
රැලි,2,4,2,1,694,0,1,vowel_sign
රැස්,2,4,1,1,694,0,1,vowel_sign
රෑ,1,2,1,1,232,0,1,vowel_sign
රි,1,2,1,1,694,0,1,vowel_sign
රිංගුවා,3,7,3,1,694,0,1,vowel_sign
රිද්මයට,5,7,1,2,694,0,1,long_word
රිදුණ,3,5,2,1,694,0,1,vowel_sign
රී,1,2,1,1,694,0,1,vowel_sign
රු,1,2,1,1,694,0,1,unfamiliar
රුකුල්,3,6,2,1,694,0,1,unfamiliar
රුපියල්,4,7,2,1,232,0,1,long_word
රුවන්වැල්ල,6,10,2,2,694,0,1,long_word
රූ,1,2,1,1,694,0,1,unfamiliar
රූං,1,3,1,1,74,0,0,none
රූප,2,3,1,1,361,0,1,unfamiliar
රූපය,3,4,1,1,361,0,1,unfamiliar
රූපයේ,3,5,2,1,361,0,1,vowel_sign
රූපවල,4,5,1,1,694,0,1,long_word
රෙ,1,2,1,1,694,0,1,vowel_sign
රේ,1,2,1,1,694,0,1,vowel_sign
රේඛාව,3,5,2,1,694,1,1,vowel_sign
රො,1,2,1,1,694,0,1,vowel_sign
රොකට්,3,5,1,1,694,0,1,vowel_sign
රෝ,1,2,1,1,694,0,1,vowel_sign
රෝහිණී,3,6,3,1,694,0,1,vowel_sign
ල,1,1,0,1,361,0,1,unfamiliar
ලංකා,2,4,1,1,97,0,0,none
ලකුණු,3,5,2,1,361,0,1,unfamiliar
ලදි,2,3,1,1,694,0,1,vowel_sign
ලබන,3,3,0,1,232,0,0,none
ලබන්නේ,4,6,1,1,694,0,1,long_word
ලබා,2,3,1,1,97,0,0,none
ලස්සන,4,5,0,1,36,0,1,long_word
ලස්සනට,5,6,0,1,361,0,1,long_word
ලස්සනයි,5,7,1,1,74,0,1,long_word
ල්,1,2,0,1,694,0,1,unfamiliar
ලා,1,2,1,1,694,0,1,unfamiliar
ලැ,1,2,1,1,694,0,1,vowel_sign
ලැබුණා,3,6,3,1,232,0,1,vowel_sign
ලැබුණු,3,6,3,1,361,0,1,vowel_sign
ලැබුණේ,3,6,3,1,694,0,1,vowel_sign
ලැබෙන්නේ,4,8,3,1,361,0,1,long_word
ලැබේ,2,4,2,1,694,0,1,vowel_sign
ලැබේවි,3,6,3,1,694,0,1,vowel_sign
ලෑ,1,2,1,1,694,0,1,vowel_sign
ලෑල්ලේ,3,6,2,1,694,0,1,vowel_sign
ලි,1,2,1,1,694,0,1,vowel_sign
ලියදි,3,5,2,1,694,0,1,vowel_sign
ලියන්න,4,6,1,1,694,0,1,long_word
ලියන්නේ,4,7,2,1,694,0,1,long_word
ලිවීමේ,3,6,3,1,361,0,1,vowel_sign
ලී,1,2,1,1,694,0,1,vowel_sign
ලු,1,2,1,1,694,0,1,unfamiliar
ලූ,1,2,1,1,694,0,1,unfamiliar
ලෙ,1,2,1,1,694,0,1,vowel_sign
ලෙඩ,2,3,1,1,361,0,1,vowel_sign
ලෙස,2,3,1,1,172,0,1,vowel_sign
ලේ,1,2,1,1,694,0,1,vowel_sign
ලේඛක,3,4,1,1,361,1,1,vowel_sign
ලේන්,2,4,1,1,60,0,1,vowel_sign
ලේනා,2,4,2,1,232,0,1,vowel_sign
ලො,1,2,1,1,694,0,1,vowel_sign
ලොකු,2,4,2,1,172,0,1,vowel_sign
ලොකුයි,3,6,3,1,361,0,1,vowel_sign
ලොව,2,3,1,1,694,0,1,vowel_sign
ලෝ,1,2,1,1,694,0,1,vowel_sign
ලෝකයට,4,5,1,1,694,0,1,long_word
ලෝකයේ,3,5,2,1,694,0,1,vowel_sign
ව,1,1,0,1,60,0,0,none
වංගු,2,4,1,1,694,0,1,unfamiliar
වගකීමකි,5,7,2,1,694,0,1,long_word
වගා,2,3,1,1,127,0,0,none
වගෙයි,3,5,2,1,694,0,1,vowel_sign
වගේ,2,3,1,1,11,0,1,vowel_sign
වට,2,2,0,1,361,0,1,unfamiliar
වටපිට,4,5,1,1,361,0,1,long_word
වටේ,2,3,1,1,361,0,1,vowel_sign
වඩවමින,5,6,1,1,694,0,1,long_word
වඩා,2,3,1,1,361,0,1,unfamiliar
වඩාත්,3,5,1,1,172,0,0,none
වත්ත,3,4,0,1,232,0,0,none
වත්තට,4,5,0,1,694,0,1,long_word
වත්තේ,3,5,1,1,172,0,1,vowel_sign
වතුර,3,4,1,1,36,0,0,none
වතුරත්,4,6,1,1,694,0,1,long_word
වතුරේ,3,5,2,1,694,0,1,vowel_sign
වන,2,2,0,1,127,0,0,none
වන්නේ,3,5,1,1,127,0,1,vowel_sign
වනු,2,3,1,1,694,0,1,unfamiliar
වඳිමු,3,5,2,1,694,1,1,vowel_sign
වපුරන්න,5,7,1,1,694,0,1,long_word
වම්බටු,4,6,1,2,694,0,1,long_word
වමේ,2,3,1,1,694,0,1,vowel_sign
වයඹ,3,3,0,1,694,1,1,unfamiliar
වරදින්නේ,5,8,2,1,694,0,1,long_word
වරල්,3,4,0,1,361,0,1,unfamiliar
වර්ධනය,5,6,0,2,361,1,1,long_word
වර්ෂයේ,4,6,1,2,694,1,1,long_word
වල්ගා,3,5,1,2,694,0,1,unfamiliar
වලාකුළේ,4,7,3,1,74,0,1,long_word
වවමු,3,4,1,1,172,0,0,none
වශයෙන්,4,6,1,1,694,1,1,long_word
වස්තු,3,5,1,2,694,0,1,unfamiliar
වසු,2,3,1,1,694,0,1,unfamiliar
ව්,1,2,0,1,694,0,1,unfamiliar
වා,1,2,1,1,694,0,1,unfamiliar
වාග්,2,4,1,1,694,0,1,unfamiliar
වාගිරි,3,6,3,1,694,0,1,vowel_sign
වාගෙ,2,4,2,1,694,0,1,vowel_sign
වාගේ,2,4,2,1,232,0,1,vowel_sign
වාඩි,2,4,2,1,127,0,1,vowel_sign
වාරම්,3,5,1,1,694,0,1,unfamiliar
වාහන,3,4,1,1,694,0,1,unfamiliar
වැ,1,2,1,1,694,0,1,vowel_sign
වැටුණා,3,6,3,1,694,0,1,vowel_sign
වැඩ,2,3,1,1,232,0,1,vowel_sign
වැඩට,3,4,1,1,694,0,1,vowel_sign
වැඩත්,3,5,1,1,694,0,1,vowel_sign
වැඩදායී,4,7,3,1,694,0,1,long_word
වැඩපොත,4,6,2,1,694,0,1,long_word
වැදගත්,4,6,1,1,694,0,1,long_word
වැදෙනවා,4,7,3,1,694,0,1,long_word
වැනි,2,4,2,1,361,0,1,vowel_sign
වැනෙනවා,4,7,3,1,694,0,1,long_word
වැඳලා,3,5,2,1,361,1,1,vowel_sign
වැපුරුවා,4,8,4,1,694,0,1,long_word
වැලක්,3,5,1,1,694,0,1,vowel_sign
වැල්,2,4,1,1,694,0,1,vowel_sign
වැල්ල,3,5,1,1,694,0,1,vowel_sign
වැල්ලෙ,3,6,2,1,694,0,1,vowel_sign
වැලේ,2,4,2,1,694,0,1,vowel_sign
වැව,2,3,1,1,694,0,1,vowel_sign
වැව්,2,4,1,1,172,0,1,vowel_sign
වැස්සට,4,6,1,1,361,0,1,long_word
වැහි,2,4,2,1,694,0,1,vowel_sign
වෑ,1,2,1,1,694,0,1,vowel_sign
වි,1,2,1,1,361,0,1,vowel_sign
වික්‍රමසේකර,7,11,2,2,694,0,1,long_word
වික්‍රමාරච්චි,7,13,3,2,694,0,1,long_word
විකුණන්නේ,5,9,3,1,694,0,1,long_word
විකුණුවා,4,8,4,1,361,0,1,long_word
විජේසිංහ,4,8,3,1,694,0,1,long_word
විට,2,3,1,1,694,0,1,vowel_sign
විතානගේ,4,7,3,1,694,0,1,long_word
විද්‍යා,3,7,2,2,694,0,1,vowel_sign
විද්‍යාපීඨය,6,11,3,2,361,1,1,long_word
විද්‍යාලය,5,9,2,2,172,0,1,long_word
විදිහෙ,3,6,3,1,694,0,1,vowel_sign
වින්දනය,5,7,1,2,361,0,1,long_word
විනෝද,3,5,2,1,694,0,1,vowel_sign
විනෝදයි,4,7,3,1,694,0,1,long_word
විඳ,2,3,1,1,694,1,1,vowel_sign
විය,2,3,1,1,694,0,1,vowel_sign
වියන්න,4,6,1,1,127,0,1,long_word
විරාජ්,3,6,2,1,694,0,1,vowel_sign
විවේක,3,5,2,1,694,0,1,vowel_sign
විශ්ලේෂණය,6,9,2,2,694,1,1,long_word
විශ්‍රාමලත්,6,11,2,2,694,1,1,long_word
විශ්‍රාමික,5,10,3,2,694,1,1,long_word
විශාල,3,5,2,1,694,1,1,vowel_sign
විශේෂ,3,5,2,1,361,1,1,vowel_sign
විෂය,3,4,1,1,361,1,1,vowel_sign
විසින්,3,6,2,1,694,0,1,vowel_sign
විහිදෙනවා,5,9,4,1,694,0,1,long_word
වී,1,2,1,1,42,0,1,vowel_sign
වීර්ය,3,5,1,2,694,0,1,vowel_sign
වු,1,2,1,1,694,0,1,unfamiliar
වුණත්,3,5,1,1,694,0,1,unfamiliar
වුණා,2,4,2,1,4,0,0,none
වුණේ,2,4,2,1,361,0,1,vowel_sign
වූ,1,2,1,1,361,0,1,unfamiliar
වෙ,1,2,1,1,694,0,1,vowel_sign
වෙත,2,3,1,1,232,0,1,vowel_sign
වෙන,2,3,1,1,232,0,1,vowel_sign
වෙනවා,3,5,2,1,361,0,1,vowel_sign
වෙනස,3,4,1,1,694,0,1,vowel_sign
වෙනස්කම්,5,8,1,2,694,0,1,long_word
වෙන්න,3,5,1,1,60,0,1,vowel_sign
වෙන්නම්,4,7,1,1,694,0,1,long_word
වෙන්නෙ,3,6,2,1,694,0,1,vowel_sign
වෙන්නේ,3,6,2,1,694,0,1,vowel_sign
වෙමු,2,4,2,1,694,0,1,vowel_sign
වෙයි,2,4,2,1,694,0,1,vowel_sign
වෙල,2,3,1,1,694,0,1,vowel_sign
වෙලා,2,4,2,1,74,0,1,vowel_sign
වෙලාව,3,5,2,1,361,0,1,vowel_sign
වෙවුලන්නේ,5,9,3,1,694,0,1,long_word
වෙහෙස,3,5,2,1,361,0,1,vowel_sign
වේ,1,2,1,1,31,0,1,vowel_sign
වේග,2,3,1,1,694,0,1,vowel_sign
වේගයෙන්,4,7,2,1,361,0,1,long_word
වො,1,2,1,1,694,0,1,vowel_sign
වෝ,1,2,1,1,694,0,1,vowel_sign
ශක්ති,3,5,1,2,361,1,1,vowel_sign
ශක්තිමත්,5,8,1,2,694,1,1,long_word
ශබ්දයක්,5,7,0,2,694,1,1,long_word
ශ්‍රී,2,5,1,2,127,1,1,vowel_sign
ශ්‍රේණිය,4,8,2,2,694,1,1,long_word
ශ්‍රේණියෙන්,5,11,3,2,694,1,1,long_word
ශ්‍රේණියේ,4,9,3,2,694,1,1,long_word
ශාරීරික,4,7,3,1,694,1,1,long_word
ශාලාව,3,5,2,1,694,1,1,unfamiliar
ශාලාවක,4,6,2,1,694,1,1,long_word
ශිෂ්‍යයන්,5,9,1,2,694,1,1,long_word
ශිෂ්‍යයා,4,8,2,2,127,1,1,long_word
ශිෂ්‍යයාගේ,5,10,3,2,694,1,1,long_word
ශිෂ්‍යයාට,5,9,2,2,694,1,1,long_word
ස,1,1,0,1,232,0,0,none
සංකල්පවලට,7,9,0,2,694,0,1,long_word
සංගීත,3,5,1,1,361,0,1,vowel_sign
සංජය,3,4,0,1,361,0,1,unfamiliar
සංඥාව,3,5,1,1,694,1,1,unfamiliar
සංයෝජනය,5,7,1,1,694,0,1,long_word
සංවර්ධනය,6,8,0,2,361,1,1,long_word
සංවාද,3,5,1,1,694,0,1,unfamiliar
සංවිධානාත්මක,7,12,3,2,694,1,1,long_word
සංස්කාරක,5,8,1,2,361,0,1,long_word
සකස්,3,4,0,1,232,0,0,none
සඩ,2,2,0,1,694,0,1,unfamiliar
සත්තු,3,5,1,1,127,0,0,none
සත්‍යා,3,6,1,2,694,0,1,unfamiliar
සතුටයි,4,6,2,1,694,0,1,long_word
සතුටින්,4,7,2,1,31,0,1,long_word
සතුටු,3,5,2,1,232,0,0,none
සතුටුයි,4,7,3,1,172,0,1,long_word
සතුටෙන්,4,7,2,1,694,0,1,long_word
සතුන්ගේ,4,7,2,2,694,0,1,long_word
සතුන්ට,4,6,1,2,694,0,1,long_word
සතෙක්,3,5,1,1,694,0,1,vowel_sign
සදනා,3,4,1,1,694,0,1,unfamiliar
සද්දයක්,5,7,0,1,694,0,1,long_word
සද්දෙ,3,5,1,1,694,0,1,vowel_sign
සඳහා,3,4,1,1,74,1,1,consonant_confusion
සපත්තු,4,6,1,1,694,0,1,long_word
සමග,3,3,0,1,172,0,0,none
සමගිය,4,5,1,1,232,0,1,long_word
සමනලයින්,6,8,1,1,694,0,1,long_word
සමන්,3,4,0,1,361,0,1,unfamiliar
සම්පාදනයට,7,9,1,2,694,0,1,long_word
සම්බන්ධ,5,7,0,2,694,1,1,long_word
සම්බන්ධීකරණය,9,12,1,2,694,1,1,long_word
සම්බෝලය,5,7,1,2,361,0,1,long_word
සමාගමෙහි,5,8,3,1,694,0,1,long_word
සමායෝජනය,6,8,2,1,694,0,1,long_word
සමාවෙන්න,5,8,2,1,694,0,1,long_word
සමීප,3,4,1,1,694,0,1,vowel_sign
සරල,3,3,0,1,694,0,1,unfamiliar
සරුංගලය,5,7,1,1,694,0,1,long_word
සරුංගල්,4,7,1,1,694,0,1,long_word
සරුංගලේ,4,7,2,1,694,0,1,long_word
සරුයි,3,5,2,1,694,0,1,vowel_sign
සලකනවා,5,6,1,1,694,0,1,long_word
සවන්,3,4,0,1,232,0,0,none
සවාරියක්,5,8,2,1,694,0,1,long_word
සවිඳු,3,5,2,1,172,1,1,vowel_sign
සවිඳුගෙ,4,7,3,1,694,1,1,long_word
සවිඳුට,4,6,2,1,361,1,1,long_word
සවිඳුත්,4,7,2,1,694,1,1,long_word
සස,2,2,0,1,694,0,1,unfamiliar
සසස,3,3,0,1,694,0,1,unfamiliar
සහ,2,2,0,1,172,0,0,none
සහන්,3,4,0,1,361,0,1,unfamiliar
සහභාගි,4,6,2,1,694,0,1,long_word
සහිත,3,4,1,1,694,0,1,vowel_sign
ස්,1,2,0,1,694,0,1,unfamiliar
ස්තුති,3,6,2,2,361,0,1,vowel_sign
ස්තූතිය,4,7,2,2,694,0,1,long_word
ස්ථානයට,5,7,1,2,361,1,1,long_word
ස්වභාව,4,6,1,2,694,0,1,long_word
ස්වරූපයෙන්,6,10,2,2,694,0,1,long_word
සා,1,2,1,1,694,0,1,unfamiliar
සාමය,3,4,1,1,694,0,1,unfamiliar
සාමූහික,4,7,3,1,361,0,1,long_word
සාරණ,3,4,1,1,694,0,1,unfamiliar
සාර්ථක,4,6,1,2,694,1,1,long_word
සාරිය,3,5,2,1,694,0,1,vowel_sign
සාවධාන,4,6,2,1,694,1,1,long_word
සැ,1,2,1,1,694,0,1,vowel_sign
සැකසී,3,5,2,1,694,0,1,vowel_sign
සැකසුම,4,6,2,1,694,0,1,long_word
සැප,2,3,1,1,694,0,1,vowel_sign
සැම,2,3,1,1,361,0,1,vowel_sign
සැරේ,2,4,2,1,361,0,1,vowel_sign
සැලුවා,3,6,3,1,694,0,1,vowel_sign
සෑ,1,2,1,1,694,0,1,vowel_sign
සි,1,2,1,1,694,0,1,vowel_sign
සිංහයා,3,6,2,1,361,0,1,vowel_sign
සිංහයාගෙන්,5,10,3,1,694,0,1,long_word
සිංහයෙක්,4,8,2,1,694,0,1,long_word
සිංහල,3,5,1,1,127,0,1,vowel_sign
සිකුරාදා,4,8,4,1,694,0,1,long_word
සිඟිති,3,6,3,1,172,1,1,vowel_sign
සිට,2,3,1,1,361,0,1,vowel_sign
සිටියා,3,6,3,1,694,0,1,vowel_sign
සිත,2,3,1,1,694,0,1,vowel_sign
සිත්,2,4,1,1,694,0,1,vowel_sign
සිතුවා,3,6,3,1,694,0,1,vowel_sign
සින්දු,3,6,2,2,172,0,1,vowel_sign
සින්දුවක්,5,9,2,2,361,0,1,long_word
සියලු,3,5,2,1,361,0,1,vowel_sign
සියුම්,3,6,2,1,361,0,1,vowel_sign
සිරි,2,4,2,1,694,0,1,vowel_sign
සිරිබරිනී,5,9,4,1,694,0,1,long_word
සිසුන්ට,4,7,2,2,694,0,1,long_word
සී,1,2,1,1,361,0,1,vowel_sign
සීත,2,3,1,1,694,0,1,vowel_sign
සීතල,3,4,1,1,694,0,1,vowel_sign
සීතලේ,3,5,2,1,694,0,1,vowel_sign
සීනු,2,4,2,1,694,0,1,vowel_sign
සීනුවක්,4,7,2,1,694,0,1,long_word
සීයේ,2,4,2,1,232,0,1,vowel_sign
සු,1,2,1,1,694,0,1,unfamiliar
සුදු,2,4,2,1,74,0,0,none
සුන්දර,4,6,1,2,232,0,1,long_word
සුරල්,3,5,1,1,694,0,1,unfamiliar
සුරැඳි,3,6,3,1,694,1,1,vowel_sign
සුවඳ,3,4,1,1,694,1,1,unfamiliar
සුළං,2,4,1,1,694,0,1,unfamiliar
සුළඟක්,4,6,1,1,361,1,1,long_word
සුළඟෙ,3,5,2,1,694,1,1,vowel_sign
සූ,1,2,1,1,694,0,1,unfamiliar
සූදානම,4,6,2,1,694,0,1,long_word
සූදානම්,4,7,2,1,232,0,1,long_word
සෙ,1,2,1,1,694,0,1,vowel_sign
සෙත,2,3,1,1,694,0,1,vowel_sign
සෙල්ලම්,4,7,1,1,42,0,1,long_word
සේ,1,2,1,1,172,0,1,vowel_sign
සේවය,3,4,1,1,232,0,1,vowel_sign
සො,1,2,1,1,694,0,1,vowel_sign
සොබා,2,4,2,1,361,0,1,vowel_sign
සොයනවා,4,6,2,1,694,0,1,long_word
සොයමි,3,5,2,1,694,0,1,vowel_sign
සොයා,2,4,2,1,694,0,1,vowel_sign
සොලවන්නේ,5,8,2,1,694,0,1,long_word
සෝ,1,2,1,1,694,0,1,vowel_sign
සෝදා,2,4,2,1,694,0,1,vowel_sign
සෝදාලා,3,6,3,1,694,0,1,vowel_sign
සෝබමාන,4,6,2,1,694,0,1,long_word
හ,1,1,0,1,361,0,1,unfamiliar
හණික,3,4,1,1,694,0,1,vowel_sign
හඬ,2,2,0,1,361,0,1,unfamiliar
හඬට,3,3,0,1,694,0,1,unfamiliar
හඬයි,3,4,1,1,694,0,1,vowel_sign
හතර,3,3,0,1,74,0,0,none
හතරැස්,4,6,1,1,694,0,1,long_word
හත්පණ,4,5,0,2,361,0,1,long_word
හති,2,3,1,1,694,0,1,vowel_sign
හද,2,2,0,1,694,0,1,unfamiliar
හදනවා,4,5,1,1,361,0,1,long_word
හදන්න,4,5,0,1,694,0,1,long_word
හදනා,3,4,1,1,694,0,1,unfamiliar
හදමු,3,4,1,1,361,0,1,unfamiliar
හදලා,3,4,1,1,694,0,1,unfamiliar
හදා,2,3,1,1,361,0,1,unfamiliar
හඳ,2,2,0,1,172,1,1,consonant_confusion
හඳට,3,3,0,1,361,1,1,unfamiliar
හඳුන්වා,4,7,2,2,361,1,1,long_word
හඳුනා,3,5,2,1,694,1,1,unfamiliar
හඳේ,2,3,1,1,694,1,1,vowel_sign
හපනෙක්,4,6,1,1,694,0,1,long_word
හමනවා,4,5,1,1,694,0,1,long_word
හම්බ,3,4,0,2,694,0,1,unfamiliar
හයියෙන්,4,7,2,1,232,0,1,long_word
හරහා,3,4,1,1,694,0,1,unfamiliar
හරි,2,3,1,1,3,0,1,vowel_sign
හරිම,3,4,1,1,361,0,1,vowel_sign
හවස,3,3,0,1,694,0,1,unfamiliar
හවසට,4,4,0,1,694,0,1,long_word
හවා,2,3,1,1,694,0,1,unfamiliar
හසල,3,3,0,1,694,0,1,unfamiliar
හසුරු,3,5,2,1,694,0,1,unfamiliar
හ්,1,2,0,1,694,0,1,unfamiliar
හා,1,2,1,1,21,0,0,none
හාදා,2,4,2,1,694,0,1,unfamiliar
හාවා,2,4,2,1,127,0,0,none
හැ,1,2,1,1,232,0,1,vowel_sign
හැංගුණා,3,7,3,1,694,0,1,vowel_sign
හැංගෙනවා,4,8,3,1,694,0,1,long_word
හැක,2,3,1,1,694,0,1,vowel_sign
හැකි,2,4,2,1,361,0,1,vowel_sign
හැකියා,3,6,3,1,694,0,1,vowel_sign
හැකියාව,4,7,3,1,694,0,1,long_word
හැටි,2,4,2,1,361,0,1,vowel_sign
හැඩ,2,3,1,1,232,0,1,vowel_sign
හැඩය,3,4,1,1,361,0,1,vowel_sign
හැත්තෑවයි,5,9,3,1,694,0,1,long_word
හැන්දෑ,3,6,2,2,694,0,1,vowel_sign
හැම,2,3,1,1,97,0,1,vowel_sign
හැමදාමත්,5,8,2,1,694,0,1,long_word
හැමුවා,3,6,3,1,694,0,1,vowel_sign
හැමෝ,2,4,2,1,127,0,1,vowel_sign
හැමෝට,3,5,2,1,361,0,1,vowel_sign
හැමෝටම,4,6,2,1,694,0,1,long_word
හැමෝම,3,5,2,1,12,0,1,vowel_sign
හැරී,2,4,2,1,694,0,1,vowel_sign
හෑ,1,2,1,1,694,0,1,vowel_sign
හි,1,2,1,1,361,0,1,vowel_sign
හිටගත්තා,5,8,2,1,694,0,1,long_word
හිටියා,3,6,3,1,97,0,1,vowel_sign
හිටියේ,3,6,3,1,694,0,1,vowel_sign
හිතුවා,3,6,3,1,361,0,1,vowel_sign
හිතේ,2,4,2,1,694,0,1,vowel_sign
හින්දා,3,6,2,2,694,0,1,vowel_sign
හිනැහෙනවා,5,9,4,1,694,0,1,long_word
හිමි,2,4,2,1,694,0,1,vowel_sign
හිමිකම්,4,7,2,1,694,0,1,long_word
හිමිදිරි,4,8,4,1,232,0,1,long_word
හී,1,2,1,1,694,0,1,vowel_sign
හීන්සැරය,5,8,2,2,232,0,1,long_word
හීනියි,3,6,3,1,694,0,1,vowel_sign
හු,1,2,1,1,694,0,1,unfamiliar
හුරු,2,4,2,1,361,0,1,unfamiliar
හුරුව,3,5,2,1,694,0,1,unfamiliar
හුරුවීමේ,4,8,4,1,694,0,1,long_word
හුවමාරු,4,7,3,1,694,0,1,long_word
හූ,1,2,1,1,694,0,1,unfamiliar
හෙ,1,2,1,1,694,0,1,vowel_sign
හෙට,2,3,1,1,361,0,1,vowel_sign
